Ticket_ID,Customer_ID,Created_Date,Created_Time,Channel,Category,Sub_Category,Priority,Agent_ID,Customer_City,Customer_Type,Ticket_Status,First_Response_Minutes,Resolution_Hours,Reopened,Escalated,CSAT_Score,Resolved_Date,Resolved_Time
TKT005306,CUST02882,25-06-2026 00:00,00-01-1900 23:39,Chat,Refund,Refund Delayed,Low,AG005,Hyderabad,New,Closed,363,92.21,No,No,3,29-06-2026 00:00,00-01-1900 19:52
TKT005307,CUST01950,25-05-2026 00:00,00-01-1900 12:37,Chat,Delivery,Tracking Issue,Low,AG012,Chennai,Premium,Closed,198,43.38,No,No,4,27-05-2026 00:00,00-01-1900 08:00
TKT005308,CUST00859,03-06-2026 00:00,00-01-1900 04:46,Email,Product,Wrong Item,Critical,AG026,Hyderabad,New,Closed,9,1.8,No,No,4,03-06-2026 00:00,00-01-1900 06:34
TKT005309,CUST00864,16-01-2026 00:00,00-01-1900 15:39,Chat,Refund,Return Pickup,Low,AG002,Hyderabad,Returning,Closed,203,30.58,No,No,4,17-01-2026 00:00,00-01-1900 22:14
TKT005310,CUST01421,21-05-2026 00:00,00-01-1900 18:14,Phone,Delivery,Late Delivery,Medium,AG015,Delhi,Returning,Closed,66,7.51,No,No,,22-05-2026 00:00,00-01-1900 01:44
TKT005311,CUST03857,12-01-2026 00:00,00-01-1900 17:34,Chat,Account,Login Issue,Medium,AG032,Hyderabad,Returning,Closed,122,7.7,No,No,4,13-01-2026 00:00,00-01-1900 01:16
TKT005312,CUST00387,25-06-2026 00:00,00-01-1900 08:25,Chat,Technical,Page Not Loading,High,AG029,Chennai,Returning,Closed,45,4.5,No,No,5,25-06-2026 00:00,00-01-1900 12:55
TKT005313,CUST03351,17-05-2026 00:00,00-01-1900 23:42,Chat,Delivery,Tracking Issue,Low,AG015,Delhi,Returning,Closed,189,30.42,No,No,5,19-05-2026 00:00,00-01-1900 06:07
TKT005314,CUST03683,06-05-2026 00:00,00-01-1900 18:38,Phone,Cancellation,Subscription Cancellation,Low,AG014,Pune,Returning,Closed,458,74.81,No,No,3,09-05-2026 00:00,00-01-1900 21:26
TKT005315,CUST02211,15-03-2026 00:00,00-01-1900 00:16,Phone,Delivery,Late Delivery,Medium,AG018,Mumbai,New,Closed,66,20.6,No,No,,15-03-2026 00:00,00-01-1900 20:52
TKT005316,CUST01172,03-04-2026 00:00,00-01-1900 15:52,Email,Cancellation,Seller Cancellation,High,AG012,Pune,New,Closed,55,11.66,No,No,3,04-04-2026 00:00,00-01-1900 03:32
TKT005317,CUST03412,17-06-2026 00:00,00-01-1900 20:31,Email,Technical,Checkout Error,High,AG032,Chennai,New,Closed,21,2.36,No,No,5,17-06-2026 00:00,00-01-1900 22:53
TKT005318,CUST00286,26-01-2026 00:00,00-01-1900 18:22,Phone,Technical,App Crash,Low,AG033,Hyderabad,New,Closed,233,39.92,No,No,5,28-01-2026 00:00,00-01-1900 10:17
TKT005319,CUST02085,17-02-2026 00:00,00-01-1900 14:44,Chat,Cancellation,Subscription Cancellation,Medium,AG012,Delhi,Returning,Closed,87,22.27,No,No,5,18-02-2026 00:00,00-01-1900 13:00
TKT005320,CUST00756,10-04-2026 00:00,00-01-1900 20:03,Email,Delivery,Missing Order,Medium,AG013,Chennai,Returning,Closed,79,21.37,No,No,,11-04-2026 00:00,00-01-1900 17:25
TKT005321,CUST01694,19-06-2026 00:00,00-01-1900 18:16,Chat,Refund,Return Pickup,High,AG006,Hyderabad,Returning,Pending,55,,No,Yes,,,
TKT005322,CUST03033,17-01-2026 00:00,00-01-1900 16:54,Phone,Refund,Refund Delayed,Medium,AG006,Mumbai,Returning,Open,69,,No,No,,,
TKT005323,CUST04248,19-02-2026 00:00,00-01-1900 03:32,Social Media,Delivery,Missing Order,Low,AG016,Bengaluru,Premium,Closed,138,36.64,No,No,4,20-02-2026 00:00,00-01-1900 16:10
TKT005324,CUST00762,22-02-2026 00:00,00-01-1900 08:57,Email,Payment,Amount Debited,Critical,AG001,Hyderabad,New,Closed,11,2.33,No,No,4,22-02-2026 00:00,00-01-1900 11:17
TKT005325,CUST01236,17-03-2026 00:00,00-01-1900 15:03,Phone,Account,Profile Update,Medium,AG030,Mumbai,Returning,Closed,85,10.87,No,No,5,18-03-2026 00:00,00-01-1900 01:55
TKT005326,CUST04059,21-03-2026 00:00,00-01-1900 18:26,Chat,Payment,Payment Failed,High,AG006,Chennai,Returning,Closed,35,3.44,No,No,5,21-03-2026 00:00,00-01-1900 21:52
TKT005327,CUST02979,02-03-2026 00:00,00-01-1900 14:42,Email,Cancellation,Order Cancellation,Medium,AG012,Mumbai,New,Closed,69,8.58,Yes,No,4,02-03-2026 00:00,00-01-1900 23:17
TKT005328,CUST03137,23-05-2026 00:00,00-01-1900 09:45,Phone,Account,Account Locked,Medium,AG028,Delhi,Premium,Closed,85,21.61,No,No,5,24-05-2026 00:00,00-01-1900 07:22
TKT005329,CUST00868,26-04-2026 00:00,00-01-1900 08:12,Chat,Refund,Partial Refund,High,AG001,Pune,Returning,Closed,19,7.03,No,No,4,26-04-2026 00:00,00-01-1900 15:14
TKT005330,CUST00394,08-04-2026 00:00,00-01-1900 09:30,Email,Delivery,Missing Order,Medium,AG010,Chennai,Premium,Closed,74,19.05,No,No,5,09-04-2026 00:00,00-01-1900 04:33
TKT005331,CUST01892,11-04-2026 00:00,00-01-1900 17:59,Chat,Delivery,Late Delivery,Medium,AG013,Delhi,New,Closed,37,7.2,No,No,4,12-04-2026 00:00,00-01-1900 01:11
TKT005332,CUST01570,14-06-2026 00:00,00-01-1900 09:55,Phone,Product,Wrong Item,Low,AG019,Delhi,New,Closed,169,20.07,Yes,No,,15-06-2026 00:00,00-01-1900 05:59
TKT005333,CUST03578,20-06-2026 00:00,00-01-1900 08:09,Phone,Product,Damaged Product,Medium,AG020,Delhi,Premium,Closed,78,6.34,No,No,5,20-06-2026 00:00,00-01-1900 14:29
TKT005334,CUST00673,05-03-2026 00:00,00-01-1900 12:29,Phone,Payment,Payment Failed,Low,AG002,Bengaluru,New,Closed,131,37.02,No,No,,07-03-2026 00:00,00-01-1900 01:30
TKT005335,CUST01134,15-05-2026 00:00,00-01-1900 22:21,Chat,Delivery,Late Delivery,High,AG013,Bengaluru,Returning,Closed,56,2.43,No,No,5,16-05-2026 00:00,00-01-1900 00:46
TKT005336,CUST01094,11-06-2026 00:00,00-01-1900 09:08,Email,Delivery,Wrong Address,High,AG011,Delhi,New,Open,48,,No,No,,,
TKT005337,CUST02570,28-02-2026 00:00,00-01-1900 23:28,Phone,Refund,Partial Refund,Medium,AG004,Delhi,Returning,Closed,55,7.41,No,No,4,01-03-2026 00:00,00-01-1900 06:53
TKT005338,CUST03081,08-01-2026 00:00,00-01-1900 15:21,Social Media,Payment,Duplicate Charge,High,AG002,Pune,Returning,Closed,25,5.3,No,No,5,08-01-2026 00:00,00-01-1900 20:39
TKT005339,CUST02307,24-03-2026 00:00,00-01-1900 17:29,Chat,Delivery,Late Delivery,Medium,AG013,Delhi,Returning,Closed,95,11.91,No,No,4,25-03-2026 00:00,00-01-1900 05:23
TKT005340,CUST00136,30-03-2026 00:00,00-01-1900 21:35,Email,Technical,Checkout Error,Medium,AG031,Chennai,Returning,Closed,69,17.37,No,No,4,31-03-2026 00:00,00-01-1900 14:57
TKT005341,CUST01328,03-06-2026 00:00,00-01-1900 17:03,Email,Account,Login Issue,Medium,AG032,Mumbai,New,Closed,111,11.03,No,No,5,04-06-2026 00:00,00-01-1900 04:05
TKT005342,CUST00682,16-02-2026 00:00,00-01-1900 11:44,Email,Refund,Refund Rejected,Medium,AG001,Hyderabad,Returning,Closed,94,12.43,No,No,5,17-02-2026 00:00,00-01-1900 00:09
TKT005343,CUST01828,29-05-2026 00:00,00-01-1900 04:26,Email,Product,Damaged Product,High,AG026,Delhi,New,Closed,52,11.82,Yes,No,2,29-05-2026 00:00,00-01-1900 16:15
TKT005344,CUST02288,08-04-2026 00:00,00-01-1900 09:16,Phone,Delivery,Late Delivery,Medium,AG012,Mumbai,Premium,Pending,87,,No,No,,,
TKT005345,CUST03181,21-01-2026 00:00,00-01-1900 11:15,Chat,Delivery,Wrong Address,Medium,AG012,Mumbai,Returning,Closed,88,22.22,No,No,5,22-01-2026 00:00,00-01-1900 09:28
TKT005346,CUST01195,18-02-2026 00:00,00-01-1900 19:39,Email,Cancellation,Order Cancellation,Medium,AG015,Mumbai,Returning,Closed,144,58.06,No,No,3,21-02-2026 00:00,00-01-1900 05:42
TKT005347,CUST02114,11-05-2026 00:00,00-01-1900 03:28,Chat,Refund,Refund Rejected,Low,AG009,Mumbai,New,Closed,146,19.22,No,No,4,11-05-2026 00:00,00-01-1900 22:41
TKT005348,CUST01949,28-05-2026 00:00,00-01-1900 04:37,Phone,Refund,Return Pickup,Medium,AG009,Pune,New,Closed,86,17.76,No,No,4,28-05-2026 00:00,00-01-1900 22:22
TKT005349,CUST02517,18-02-2026 00:00,00-01-1900 12:53,Email,Account,OTP Issue,Medium,AG028,Delhi,New,Closed,69,12.11,No,No,5,19-02-2026 00:00,00-01-1900 00:59
TKT005350,CUST02175,08-02-2026 00:00,00-01-1900 10:30,Chat,Product,Quality Issue,Medium,AG019,Hyderabad,Premium,Closed,86,6.41,No,No,,08-02-2026 00:00,00-01-1900 16:55
TKT005351,CUST03200,10-06-2026 00:00,00-01-1900 01:20,Email,Refund,Return Pickup,Medium,AG009,Hyderabad,New,Closed,61,9.64,No,No,,10-06-2026 00:00,00-01-1900 10:58
TKT005352,CUST01927,21-06-2026 00:00,00-01-1900 15:35,Phone,Cancellation,Subscription Cancellation,High,AG010,Pune,Returning,Closed,33,2.26,No,No,4,21-06-2026 00:00,00-01-1900 17:50
TKT005353,CUST03946,31-01-2026 00:00,00-01-1900 01:03,Email,Technical,Coupon Error,Medium,AG034,Bengaluru,Returning,Closed,57,18.07,No,No,,31-01-2026 00:00,00-01-1900 19:07
TKT005354,CUST01761,01-01-2026 00:00,00-01-1900 11:41,Chat,Delivery,Tracking Issue,Low,AG011,Pune,Returning,Closed,102,31.59,No,No,5,02-01-2026 00:00,00-01-1900 19:17
TKT005355,CUST01538,30-06-2026 00:00,00-01-1900 11:05,Chat,Payment,Duplicate Charge,High,AG003,Chennai,Returning,Closed,67,19.67,No,Yes,3,01-07-2026 00:00,00-01-1900 06:45
TKT005356,CUST02950,25-02-2026 00:00,00-01-1900 14:11,Email,Technical,Checkout Error,Low,AG030,Bengaluru,Returning,Closed,105,37.72,No,No,5,27-02-2026 00:00,00-01-1900 03:54
TKT005357,CUST01847,24-02-2026 00:00,00-01-1900 15:10,Chat,Refund,Refund Rejected,Medium,AG002,Bengaluru,New,Closed,81,19.7,No,No,4,25-02-2026 00:00,00-01-1900 10:52
TKT005358,CUST03989,06-04-2026 00:00,00-01-1900 11:27,Email,Delivery,Wrong Address,High,AG010,Delhi,New,Closed,17,6.08,No,No,4,06-04-2026 00:00,00-01-1900 17:32
TKT005359,CUST00322,02-06-2026 00:00,00-01-1900 03:39,Email,Refund,Refund Rejected,Low,AG009,Hyderabad,New,Closed,115,8.74,No,No,4,02-06-2026 00:00,00-01-1900 12:24
TKT005360,CUST01092,06-02-2026 00:00,00-01-1900 13:30,Phone,Payment,EMI Issue,Medium,AG003,Delhi,Premium,Closed,43,15.71,No,No,5,07-02-2026 00:00,00-01-1900 05:13
TKT005361,CUST03805,13-03-2026 00:00,00-01-1900 17:24,Email,Refund,Refund Rejected,Medium,AG006,Chennai,Returning,Closed,83,19.58,No,No,5,14-03-2026 00:00,00-01-1900 12:59
TKT005362,CUST03942,02-04-2026 00:00,00-01-1900 16:47,Phone,Account,OTP Issue,Medium,AG031,Hyderabad,Returning,Closed,78,7.21,No,No,5,03-04-2026 00:00,00-01-1900 00:00
TKT005363,CUST01956,04-01-2026 00:00,00-01-1900 15:28,Chat,Cancellation,Order Cancellation,Medium,AG012,Bengaluru,Returning,Closed,85,7.2,No,No,5,04-01-2026 00:00,00-01-1900 22:40
TKT005364,CUST02785,06-06-2026 00:00,00-01-1900 06:48,Phone,Delivery,Late Delivery,Low,AG018,Mumbai,Returning,Open,86,,No,Yes,,,
TKT005365,CUST03989,11-05-2026 00:00,00-01-1900 09:53,Email,Refund,Partial Refund,Medium,AG003,Hyderabad,Returning,Closed,37,14.13,No,No,4,12-05-2026 00:00,00-01-1900 00:01
TKT005366,CUST01042,10-04-2026 00:00,00-01-1900 18:12,Chat,Account,Profile Update,Low,AG031,Hyderabad,New,Closed,121,27.24,No,No,4,11-04-2026 00:00,00-01-1900 21:26
TKT005367,CUST01364,10-03-2026 00:00,00-01-1900 23:07,Email,Product,Missing Item,Medium,AG022,Hyderabad,Returning,Closed,38,15.92,No,No,5,11-03-2026 00:00,00-01-1900 15:02
TKT005368,CUST03503,13-04-2026 00:00,00-01-1900 23:09,Phone,Technical,Checkout Error,Medium,AG032,Hyderabad,Returning,Closed,72,8.97,No,No,5,14-04-2026 00:00,00-01-1900 08:07
TKT005369,CUST03457,24-06-2026 00:00,00-01-1900 09:50,Phone,Technical,App Crash,High,AG030,Pune,Returning,Closed,42,4.99,No,No,,24-06-2026 00:00,00-01-1900 14:49
TKT005370,CUST00477,14-01-2026 00:00,00-01-1900 08:28,Chat,Delivery,Wrong Address,Low,AG012,Delhi,Returning,Closed,116,14.22,No,Yes,,14-01-2026 00:00,00-01-1900 22:41
TKT005371,CUST02348,08-01-2026 00:00,00-01-1900 13:08,Social Media,Delivery,Tracking Issue,Medium,AG012,Bengaluru,New,Closed,72,6.45,No,No,4,08-01-2026 00:00,00-01-1900 19:35
TKT005372,CUST02669,08-05-2026 00:00,00-01-1900 18:21,Phone,Delivery,Missing Order,Low,AG013,Bengaluru,Returning,Closed,104,11.24,No,No,5,09-05-2026 00:00,00-01-1900 05:35
TKT005373,CUST04307,11-01-2026 00:00,00-01-1900 02:45,Chat,Delivery,Late Delivery,High,AG018,Chennai,Returning,Closed,36,4.25,No,No,5,11-01-2026 00:00,00-01-1900 07:00
TKT005374,CUST00543,31-01-2026 00:00,00-01-1900 08:40,Email,Account,Profile Update,Medium,AG030,Bengaluru,Returning,Closed,127,58.54,No,No,3,02-02-2026 00:00,00-01-1900 19:12
TKT005375,CUST03540,24-02-2026 00:00,00-01-1900 10:58,Phone,Account,Account Locked,Medium,AG029,Delhi,Premium,Closed,58,8.44,No,No,5,24-02-2026 00:00,00-01-1900 19:24
TKT005376,CUST03675,16-02-2026 00:00,00-01-1900 11:50,Chat,Refund,Refund Rejected,Low,AG002,Pune,Premium,Closed,185,11.55,No,No,5,16-02-2026 00:00,00-01-1900 23:23
TKT005377,CUST01574,02-02-2026 00:00,00-01-1900 14:34,Email,Account,Profile Update,Low,AG028,Bengaluru,Returning,Closed,135,10.01,No,No,4,03-02-2026 00:00,00-01-1900 00:35
TKT005378,CUST04065,20-03-2026 00:00,00-01-1900 08:30,Social Media,Refund,Refund Rejected,Low,AG003,Bengaluru,New,Closed,355,96.7,No,Yes,,24-03-2026 00:00,00-01-1900 09:12
TKT005379,CUST01275,18-04-2026 00:00,00-01-1900 14:49,Email,Delivery,Missing Order,High,AG011,Hyderabad,Premium,Closed,19,5.3,No,No,,18-04-2026 00:00,00-01-1900 20:07
TKT005380,CUST00645,07-02-2026 00:00,00-01-1900 17:27,Chat,Delivery,Tracking Issue,Medium,AG015,Mumbai,Returning,Closed,113,12.35,No,No,4,08-02-2026 00:00,00-01-1900 05:48
TKT005381,CUST02045,12-03-2026 00:00,00-01-1900 14:21,Chat,Delivery,Tracking Issue,Medium,AG012,Pune,New,Closed,94,8.82,Yes,No,4,12-03-2026 00:00,00-01-1900 23:10
TKT005382,CUST01668,24-04-2026 00:00,00-01-1900 16:20,Chat,Delivery,Missing Order,Low,AG015,Bengaluru,Returning,Closed,95,42.85,No,No,4,26-04-2026 00:00,00-01-1900 11:11
TKT005383,CUST02471,27-01-2026 00:00,00-01-1900 22:33,Chat,Refund,Refund Delayed,Medium,AG005,Mumbai,Premium,Closed,115,20.32,Yes,No,3,28-01-2026 00:00,00-01-1900 18:52
TKT005384,CUST04324,27-03-2026 00:00,00-01-1900 10:58,Phone,Account,Profile Update,Medium,AG030,Mumbai,Returning,Closed,57,7.88,No,No,5,27-03-2026 00:00,00-01-1900 18:51
TKT005385,CUST03917,07-05-2026 00:00,00-01-1900 17:15,Phone,Product,Damaged Product,Medium,AG023,Mumbai,Returning,Closed,52,13.36,No,No,4,08-05-2026 00:00,00-01-1900 06:37
TKT005386,CUST01243,23-04-2026 00:00,00-01-1900 15:53,Chat,Cancellation,Seller Cancellation,Low,AG012,Hyderabad,Returning,Closed,171,45.01,No,No,,25-04-2026 00:00,00-01-1900 12:54
TKT005387,CUST00176,22-01-2026 00:00,00-01-1900 08:35,Email,Delivery,Missing Order,Low,AG010,Chennai,Premium,Closed,270,116.87,Yes,No,3,27-01-2026 00:00,00-01-1900 05:27
TKT005388,CUST01870,12-02-2026 00:00,00-01-1900 11:30,Email,Delivery,Tracking Issue,Medium,AG011,Hyderabad,Returning,Closed,54,19.92,No,No,5,13-02-2026 00:00,00-01-1900 07:25
TKT005389,CUST01273,26-06-2026 00:00,00-01-1900 04:23,Chat,Refund,Refund Delayed,Medium,AG007,Bengaluru,Returning,Closed,56,11.46,No,No,,26-06-2026 00:00,00-01-1900 15:51
TKT005390,CUST01525,07-03-2026 00:00,00-01-1900 16:48,Email,Cancellation,Order Cancellation,Medium,AG014,Hyderabad,Returning,Closed,73,10.39,No,No,,08-03-2026 00:00,00-01-1900 03:11
TKT005391,CUST00948,13-06-2026 00:00,00-01-1900 02:40,Phone,Cancellation,Subscription Cancellation,High,AG016,Hyderabad,Premium,Open,63,,No,No,,,
TKT005392,CUST02433,09-06-2026 00:00,00-01-1900 10:46,Chat,Product,Damaged Product,Medium,AG020,Chennai,Premium,Closed,49,11.34,No,No,4,09-06-2026 00:00,00-01-1900 22:07
TKT005393,CUST01740,04-04-2026 00:00,00-01-1900 13:26,Chat,Refund,Refund Rejected,High,AG002,Pune,Returning,Closed,29,1.76,No,No,,04-04-2026 00:00,00-01-1900 15:12
TKT005394,CUST04097,06-06-2026 00:00,00-01-1900 06:01,Chat,Refund,Partial Refund,High,AG007,Mumbai,Premium,Closed,18,6.71,No,No,5,06-06-2026 00:00,00-01-1900 12:44
TKT005395,CUST01703,09-02-2026 00:00,00-01-1900 12:02,Email,Delivery,Wrong Address,Medium,AG012,Chennai,Returning,Closed,30,15.51,No,No,5,10-02-2026 00:00,00-01-1900 03:33
TKT005396,CUST02415,21-05-2026 00:00,00-01-1900 05:05,Phone,Account,Login Issue,Medium,AG035,Delhi,Premium,Closed,88,7.33,No,No,5,21-05-2026 00:00,00-01-1900 12:24
TKT005397,CUST01053,20-05-2026 00:00,00-01-1900 19:12,Chat,Cancellation,Order Cancellation,Medium,AG013,Pune,Returning,Closed,84,9.77,No,No,,21-05-2026 00:00,00-01-1900 04:58
TKT005398,CUST04492,21-02-2026 00:00,00-01-1900 13:19,Email,Technical,App Crash,Medium,AG028,Bengaluru,Returning,Closed,34,7.01,No,No,,21-02-2026 00:00,00-01-1900 20:20
TKT005399,CUST02155,02-05-2026 00:00,00-01-1900 08:36,Phone,Payment,Amount Debited,Low,AG003,Bengaluru,Premium,Pending,128,,No,No,,,
TKT005400,CUST03813,10-02-2026 00:00,00-01-1900 06:42,Email,Product,Wrong Item,High,AG027,Mumbai,New,Closed,29,5.53,No,No,5,10-02-2026 00:00,00-01-1900 12:14
TKT005401,CUST01869,02-01-2026 00:00,00-01-1900 04:15,Chat,Delivery,Missing Order,Medium,AG017,Mumbai,Returning,Closed,82,18.55,No,No,,02-01-2026 00:00,00-01-1900 22:48
TKT005402,CUST03115,30-01-2026 00:00,00-01-1900 06:29,Email,Delivery,Late Delivery,High,AG017,Hyderabad,Returning,Closed,54,19.15,Yes,Yes,3,31-01-2026 00:00,00-01-1900 01:38
TKT005403,CUST01560,26-06-2026 00:00,00-01-1900 05:40,Email,Payment,Duplicate Charge,Medium,AG008,Bengaluru,Returning,Closed,31,12.24,No,No,5,26-06-2026 00:00,00-01-1900 17:54
TKT005404,CUST03727,08-03-2026 00:00,00-01-1900 01:02,Phone,Account,OTP Issue,Medium,AG035,Hyderabad,New,Closed,58,20.2,No,No,,08-03-2026 00:00,00-01-1900 21:14
TKT005405,CUST02737,04-03-2026 00:00,00-01-1900 23:18,Chat,Refund,Partial Refund,Medium,AG005,Chennai,New,Closed,88,13.22,No,No,4,05-03-2026 00:00,00-01-1900 12:31
TKT005406,CUST03983,24-05-2026 00:00,00-01-1900 06:48,Chat,Product,Missing Item,Low,AG026,Bengaluru,New,Closed,88,44.62,No,No,,26-05-2026 00:00,00-01-1900 03:25
TKT005407,CUST00618,09-03-2026 00:00,00-01-1900 09:46,Chat,Delivery,Missing Order,Medium,AG010,Pune,Premium,Closed,118,53.26,No,Yes,,11-03-2026 00:00,00-01-1900 15:01
TKT005408,CUST02597,18-04-2026 00:00,00-01-1900 11:29,Chat,Refund,Refund Delayed,High,AG002,Pune,Returning,Closed,16,4.06,No,No,5,18-04-2026 00:00,00-01-1900 15:32
TKT005409,CUST02836,22-05-2026 00:00,00-01-1900 19:52,Chat,Technical,App Crash,Medium,AG031,Pune,Returning,Closed,122,13.95,No,No,5,23-05-2026 00:00,00-01-1900 09:49
TKT005410,CUST03832,24-06-2026 00:00,00-01-1900 23:27,Email,Account,Profile Update,Medium,AG033,Mumbai,Returning,Open,65,,No,Yes,,,
TKT005411,CUST02378,05-01-2026 00:00,00-01-1900 04:44,Social Media,Payment,Duplicate Charge,Low,AG007,Mumbai,Returning,Closed,228,19.24,No,No,5,05-01-2026 00:00,00-01-1900 23:59
TKT005412,CUST01922,11-05-2026 00:00,00-01-1900 01:48,Phone,Account,Login Issue,High,AG034,Pune,Returning,Closed,23,4.09,No,No,5,11-05-2026 00:00,00-01-1900 05:53
TKT005413,CUST01660,19-05-2026 00:00,00-01-1900 20:18,Email,Delivery,Tracking Issue,Medium,AG014,Bengaluru,Returning,Closed,98,5.22,No,No,4,20-05-2026 00:00,00-01-1900 01:31
TKT005414,CUST02369,07-03-2026 00:00,00-01-1900 02:11,Phone,Product,Damaged Product,Medium,AG027,Mumbai,Premium,Closed,73,8.2,No,No,5,07-03-2026 00:00,00-01-1900 10:23
TKT005415,CUST04168,20-04-2026 00:00,00-01-1900 11:26,Email,Payment,EMI Issue,High,AG003,Hyderabad,Returning,Closed,18,2.02,No,No,5,20-04-2026 00:00,00-01-1900 13:27
TKT005416,CUST02358,01-05-2026 00:00,00-01-1900 10:41,Chat,Product,Wrong Item,Medium,AG020,Bengaluru,Returning,Closed,113,49.84,No,Yes,3,03-05-2026 00:00,00-01-1900 12:31
TKT005417,CUST02356,17-01-2026 00:00,00-01-1900 10:16,Phone,Payment,Duplicate Charge,Medium,AG001,Chennai,New,Closed,49,15.27,No,Yes,4,18-01-2026 00:00,00-01-1900 01:32
TKT005418,CUST00013,16-02-2026 00:00,00-01-1900 09:17,Email,Delivery,Missing Order,Medium,AG012,Chennai,Returning,Closed,66,10.51,No,No,4,16-02-2026 00:00,00-01-1900 19:48
TKT005419,CUST02631,08-01-2026 00:00,00-01-1900 16:39,Chat,Delivery,Missing Order,Medium,AG014,Bengaluru,Premium,Closed,97,19.94,No,No,5,09-01-2026 00:00,00-01-1900 12:36
TKT005420,CUST00684,11-06-2026 00:00,00-01-1900 02:43,Chat,Delivery,Missing Order,Critical,AG016,Pune,New,Closed,30,5.58,No,No,4,11-06-2026 00:00,00-01-1900 08:18
TKT005421,CUST02986,07-01-2026 00:00,00-01-1900 10:17,Chat,Refund,Return Pickup,Medium,AG001,Hyderabad,Premium,Closed,82,20.1,No,No,,08-01-2026 00:00,00-01-1900 06:23
TKT005422,CUST01428,12-05-2026 00:00,00-01-1900 11:08,Chat,Delivery,Tracking Issue,Low,AG012,Pune,New,Closed,138,29.73,No,No,4,13-05-2026 00:00,00-01-1900 16:52
TKT005423,CUST02760,13-05-2026 00:00,00-01-1900 22:59,Email,Cancellation,Order Cancellation,Medium,AG014,Chennai,Returning,Closed,102,21.47,No,No,,14-05-2026 00:00,00-01-1900 20:27
TKT005424,CUST00033,23-05-2026 00:00,00-01-1900 19:31,Chat,Delivery,Missing Order,Low,AG015,Bengaluru,Returning,Closed,214,43.67,No,No,,25-05-2026 00:00,00-01-1900 15:11
TKT005425,CUST01309,07-04-2026 00:00,00-01-1900 16:48,Social Media,Delivery,Late Delivery,Medium,AG014,Chennai,Returning,Closed,44,4.94,No,No,5,07-04-2026 00:00,00-01-1900 21:45
TKT005426,CUST01172,28-02-2026 00:00,00-01-1900 08:24,Email,Payment,EMI Issue,High,AG002,Mumbai,New,Closed,32,2.63,No,No,5,28-02-2026 00:00,00-01-1900 11:02
TKT005427,CUST02704,14-02-2026 00:00,00-01-1900 22:53,Email,Delivery,Late Delivery,Medium,AG014,Chennai,Returning,Closed,56,11.65,No,No,5,15-02-2026 00:00,00-01-1900 10:32
TKT005428,CUST02857,20-03-2026 00:00,00-01-1900 09:02,Phone,Delivery,Tracking Issue,High,AG010,Hyderabad,Returning,Closed,21,1.7,No,No,4,20-03-2026 00:00,00-01-1900 10:44
TKT005429,CUST03712,20-01-2026 00:00,00-01-1900 13:20,Phone,Account,OTP Issue,Critical,AG028,Hyderabad,Premium,Closed,14,2.89,No,No,5,20-01-2026 00:00,00-01-1900 16:14
TKT005430,CUST01369,17-03-2026 00:00,00-01-1900 04:34,Chat,Cancellation,Order Cancellation,Medium,AG017,Mumbai,Returning,Closed,66,18.31,No,No,5,17-03-2026 00:00,00-01-1900 22:52
TKT005431,CUST00066,06-06-2026 00:00,00-01-1900 06:07,Phone,Delivery,Wrong Address,High,AG016,Delhi,Returning,Closed,19,7.26,No,No,5,06-06-2026 00:00,00-01-1900 13:23
TKT005432,CUST01304,04-01-2026 00:00,00-01-1900 17:12,Phone,Refund,Refund Rejected,High,AG006,Pune,New,Closed,25,6.17,No,No,5,04-01-2026 00:00,00-01-1900 23:22
TKT005433,CUST02737,17-06-2026 00:00,00-01-1900 05:16,Email,Delivery,Missing Order,Medium,AG016,Bengaluru,Premium,Closed,34,11.58,No,No,,17-06-2026 00:00,00-01-1900 16:51
TKT005434,CUST01740,21-06-2026 00:00,00-01-1900 14:50,Email,Payment,Payment Failed,Low,AG001,Chennai,New,Open,178,,No,No,,,
TKT005435,CUST04134,08-06-2026 00:00,00-01-1900 10:30,Chat,Product,Missing Item,Low,AG019,Delhi,New,Closed,142,16.08,No,No,5,09-06-2026 00:00,00-01-1900 02:35
TKT005436,CUST00565,08-05-2026 00:00,00-01-1900 14:45,Chat,Delivery,Wrong Address,Medium,AG011,Hyderabad,New,Closed,48,19.97,No,No,5,09-05-2026 00:00,00-01-1900 10:43
TKT005437,CUST01271,13-05-2026 00:00,00-01-1900 11:47,Email,Delivery,Wrong Address,Low,AG012,Pune,Premium,Closed,118,36.64,No,No,4,15-05-2026 00:00,00-01-1900 00:25
TKT005438,CUST02481,09-05-2026 00:00,00-01-1900 21:52,Email,Product,Quality Issue,Medium,AG024,Pune,Premium,Closed,124,13.72,No,No,5,10-05-2026 00:00,00-01-1900 11:35
TKT005439,CUST04323,09-05-2026 00:00,00-01-1900 18:24,Phone,Account,Login Issue,High,AG033,Delhi,Returning,Closed,55,6.22,No,No,5,10-05-2026 00:00,00-01-1900 00:37
TKT005440,CUST03631,25-01-2026 00:00,00-01-1900 18:41,Chat,Refund,Refund Delayed,Low,AG004,Hyderabad,New,Closed,359,84.44,No,No,3,29-01-2026 00:00,00-01-1900 07:07
TKT005441,CUST01638,19-06-2026 00:00,00-01-1900 09:13,Email,Delivery,Late Delivery,High,AG010,Bengaluru,New,Open,43,,No,No,,,
